item.id;sentence;word.serial.no;word.id;morph.structure;number.morphemes;morphemes;stress.pos;stress.pos.syl;has.stress.variant;form.suff
;;1260;цветастое;(-аст (суффикс), -цвет- (корень), -ое (окончание));3;(-аст (суффикс), -цвет- (корень), -ое (окончание));5;2;;()
;;1261;покрывало;(по- (приставка), -л (суффикс), -ва (суффикс), -кры- (корень), -о (окончание));5;(по- (приставка), -л (суффикс), -ва (суффикс), -кры- (корень), -о (окончание));7;3;;()
;;1262;она;(-он- (корень), -а (окончание));2;(-он- (корень), -а (окончание));3;2;;()
;;1263;осторожно;(-о (суффикс), -осторожн- (корень));2;(-о (суффикс), -осторожн- (корень));6;3;;()
;;1264;присела;(при- (приставка), -л (суффикс), -се- (корень), -а (окончание));4;(при- (приставка), -л (суффикс), -се- (корень), -а (окончание));5;2;;(-л (суффикс))
;;1265;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;1266;край;(-край- (корень));1;(-край- (корень));3;1;;()
;;1267;своей;(-сво- (корень), -ей (окончание));2;(-своj- (корень), -ей (окончание));4;2;;()
;;1268;кровати;(-кроват- (корень), -и (окончание));2;(-кроват- (корень), -и (окончание));5;2;;()
135;Она почти не изменилась, только слегка пополнела и появились первые морщинки.;1269;она;(-он- (корень), -а (окончание));2;(-он- (корень), -а (окончание));3;2;;()
;;1270;почти;(-почти- (корень));1;(-почти- (корень));5;2;;()
;;1271;не;(-не- (корень));1;(-не- (корень));2;1;;()
;;1272;изменилась;(-сь(постфикс), из- (приставка), -и (суффикс), -л (суффикс), -мен- (корень), -а (окончание));6;(-сь(постфикс), из- (приставка), -и (суффикс), -л (суффикс), -мен- (корень), -а (окончание));6;3;;(-и (суффикс), -л (суффикс))
;;1273;только;(-только- (корень));1;(-только- (корень));2;1;;()
;;1274;слегка;(с- (приставка), -а (суффикс), -легк- (корень));3;(с- (приставка), -а (суффикс), -легк- (корень));6;2;;()
;;1275;пополнела;(по- (приставка), -е (суффикс), -л (суффикс), -полн- (корень), -а (окончание));5;(по- (приставка), -е (суффикс), -л (суффикс), -полн- (корень), -а (окончание));7;3;;(-е (суффикс), -л (суффикс))
;;1276;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1277;появились;(-сь(постфикс), по- (приставка), -и (суффикс), -л (суффикс), -яв- (корень), -и (окончание));6;(-сь(постфикс), по- (приставка), -и (суффикс), -л (суффикс), -яв- (корень), -и (окончание));5;3;;(-и (суффикс), -л (суффикс))
;;1278;первые;(-перв- (корень), -ые (окончание));2;(-перв- (корень), -ые (окончание));2;1;;()
;;1279;морщинки;(-к (суффикс), -ин (суффикс), -морщ- (корень), -и (окончание));4;(-к (суффикс), -ин (суффикс), -морщ- (корень), -и (окончание));5;2;;()
136;Журналист взял карандаш, подвинул к себе чистый лист и написал цифру.;1280;журналист;(-ист (суффикс), -журнал- (корень));2;(-ист (суффикс), -журнал- (корень));7;3;;()
;;1281;взял;(-л (суффикс), -взя- (корень));2;(-л (суффикс), -взя- (корень));3;1;;(-л (суффикс))
;;1282;карандаш;(-карандаш- (корень));1;(-карандаш- (корень));7;3;;()
;;1283;подвинул;(по- (приставка), -ну (суффикс), -л (суффикс), -дви- (корень));4;(по- (приставка), -ну (суффикс), -л (суффикс), -дви- (корень));5;2;;(-ну (суффикс), -л (суффикс))
;;1284;к;(-к- (корень));1;(-к- (корень));;;;()
;;1285;себе;(-себ- (корень), -е (окончание));2;(-себ- (корень), -е (окончание));4;2;;()
;;1286;чистый;(-чист- (корень), -ый (окончание));2;(-чист- (корень), -ый (окончание));2;1;;()
;;1287;лист;(-лист- (корень));1;(-лист- (корень));2;1;;()
;;1288;и;(-и- (корень));1;(-и- (корень));1;1;;()
;;1289;написал;(на- (приставка), -л (суффикс), -а (суффикс), -пис- (корень));4;(на- (приставка), -л (суффикс), -а (суффикс), -пис- (корень));6;3;;(-л (суффикс), -а (суффикс))
;;1290;цифру;(-цифр- (корень), -у (окончание));2;(-цифр- (корень), -у (окончание));2;1;;()
137;Считается, что коллекционирование раритетных машин ― занятие для звезд шоу-бизнеса.;1291;считается;(-ся (постфикс), -а (суффикс), -счит- (корень), -ет (окончание));4;( -ся (постфикс), -а (суффикс),- j (суффикс), -счит- (корень), -ет (окончание));5;2;;(-а (суффикс))
;;1292;что;(-что- (корень));1;(-что- (корень));3;1;;()
;;1293;коллекционирование;(-ова (суффикс), -ир (суффикс), -ни (суффикс), -он (интерфикс), -коллекци- (корень), -е (окончание));6;(-ова (суффикс), -ир (суффикс), -ниj (суффикс), -он (интерфикс), -коллекци- (корень), -е (окончание));11;5;;()
;;1294;раритетных;(-н (суффикс), -раритет- (корень), -ых (окончание));3;(-н (суффикс), -раритет- (корень), -ых (окончание));6;3;;()
;;1295;машин;(-машин- (корень));1;(-машин- (корень));4;2;;()
;;1296;занятие;(-ти (суффикс), -заня- (корень), -е (окончание));3;(-тиj (суффикс), -заня- (корень), -е (окончание));4;2;;()
;;1297;для;(-для- (корень));1;(-для- (корень));3;1;;()
;;1298;звезд;(-звезд- (корень));1;(-звезд- (корень));3;1;;()
;;1299;шоу-бизнеса;(-шоу- (корень), -бизнес- (корень), -а (окончание));3;(-шоу- (корень), -бизнес- (корень), -а (окончание));6;3;;()
